ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,PRODUCTCODE
10297,25,82.79,4,2069.75,S18_2581
10297,32,100,6,4061.76,S24_1785
10297,35,100,3,3986.5,S700_2834
10220,20,52.82,6,1056.4,S32_3207
10220,30,68.54,4,2056.2,S50_1514
10220,37,100,9,3983.05,S50_1392
10297,28,79.8,7,2234.4,S32_4289
10226,36,43.27,3,1557.72,S24_1628
10226,21,60.26,1,1265.46,S24_1046
10226,48,92.09,2,4420.32,S24_3432
10222,49,100,12,5997.6,S10_4757
10226,38,100,4,4161.38,S18_1589
10226,24,100,7,3892.08,S18_1984
10226,24,100,5,3231.36,S18_2870
10226,46,100,6,7343.9,S18_3685
10222,31,45.69,7,1416.39,S72_1253
10222,48,56.64,3,2718.72,S24_3949
10222,43,74.03,2,3183.29,S700_4002
10222,32,81.53,5,2608.96,S24_2841
10222,37,87.75,1,3246.75,S700_2466
10222,49,100,4,6954.08,S18_1662
10222,31,62.67,15,1942.77,S700_1138
10222,36,63.34,18,2280.24,S72_3212
10222,36,80.95,13,2914.2,S700_2610
10222,49,94.62,10,4636.38,S18_3029
10222,31,95.34,17,2955.54,S700_3962
10222,26,100,8,2659.54,S700_2047
10222,38,100,16,4187.22,S700_3505
10222,43,70.35,6,3025.05,S24_3420
10222,47,70.81,14,3328.07,S24_3151
10222,46,80.51,11,3703.46,S24_3816
10222,45,85.75,9,3858.75,S18_3856
10147,25,42.67,1,1066.75,S24_2972
10147,21,63.84,8,1340.64,S12_3990
10147,31,64.67,11,2004.77,S24_4620
10147,30,68.58,6,2057.4,S24_3371
10147,26,82.39,3,2142.14,S18_1889
10147,36,86.04,10,3097.44,S18_3278
10147,33,97.89,4,3230.37,S12_4675
10147,48,100,7,9245.76,S12_1099
10147,31,100,5,3494.94,S12_3380
10147,37,100,9,4405.22,S18_3482
10147,23,100,2,2906.97,S24_3856
10369,41,100,2,4514.92,S10_1949
10274,32,58.6,4,1875.2,S72_1253
10274,40,65.08,2,2603.2,S24_2841
10274,41,100,1,6724,S18_1662
10274,24,90.52,5,2172.48,S700_2047
10369,28,44.21,6,1237.88,S18_2957
10274,24,72.33,3,1735.92,S24_3420
10369,45,73.08,4,3288.6,S18_3320
10369,40,86.92,3,3476.8,S24_4258
10369,21,94.22,5,1978.62,S18_3136
10369,32,98.63,7,3156.16,S18_1367
10369,44,100,8,9240.44,S18_1342
10369,42,100,1,4581.36,S18_2949
10159,23,67.1,6,1543.3,S24_4620
10159,50,69.8,1,3490,S24_3371
10159,24,73.42,3,1762.08,S12_3990
10159,21,81.21,5,1705.41,S18_3278
10159,41,100,2,8296.35,S12_1099
10159,25,100,4,3638,S18_3482
10159,32,100,7,4618.88,S18_4721
10381,36,100,3,8254.8,S10_1949
10381,37,100,6,6231.54,S10_4962
10384,34,100,4,4846.7,S10_4757
10159,35,35.4,9,1239,S32_2206
10159,42,51.48,18,2162.16,S18_2625
10159,21,64.66,8,1357.86,S18_3782
10159,31,71.6,10,2219.6,S50_4713
10159,27,80.34,11,2169.18,S24_2360
10159,49,100,14,5205.27,S10_1678
10159,37,100,17,5016.83,S10_2016
10159,22,100,16,4132.7,S10_4698
10159,38,100,13,6238.84,S12_2823
10159,44,100,15,5355.68,S24_1578
10159,23,100,12,2347.15,S32_4485
10384,28,80.54,3,2255.12,S24_2011
10384,49,100,1,6397.44,S700_1938
10381,35,48.62,7,1701.7,S18_2432
10381,48,98,2,4704,S18_1097
10381,20,100,1,2952,S12_1666
10162,37,27.22,5,1007.14,S24_1937
10162,43,36.29,4,1560.47,S24_2022
10162,37,38.98,7,1442.26,S24_3969
10162,45,51.21,1,2304.45,S18_1367
10381,25,52.83,9,1320.75,S18_1367
10381,40,68.08,4,2723.2,S18_2957
10162,27,69.62,8,1879.74,S18_2248
10162,48,91.44,2,4389.12,S18_1342
10384,43,97.87,2,4208.41,S24_3151
10162,29,100,9,5176.5,S18_1749
10162,38,100,6,4299.7,S18_2325
10162,48,100,3,7209.12,S18_2795
10162,39,100,10,3912.09,S18_4409
10381,41,100,8,4319.76,S18_2949
10381,35,100,5,4288.2,S18_3136
10348,48,52.36,8,2513.28,S12_1108
10348,32,82.83,7,2650.56,S700_2824
10126,38,100,11,7329.06,S10_1949
10126,22,100,4,3347.74,S10_4962
10126,45,100,6,4597.2,S700_2824
10348,47,100,4,4801.52,S12_3148
10126,26,62.7,7,1630.2,S32_3522
10126,43,65.02,2,2795.86,S18_2432
10126,43,96.31,3,4141.33,S32_1268
10126,21,100,8,2439.57,S12_1666
10126,38,100,10,3857,S18_1097
10126,50,100,5,7083,S18_4600
10126,27,100,1,3415.77,S24_2300
10348,37,100,1,5981.42,S24_2300
10348,42,100,3,6386.94,S32_1268
10348,31,100,5,3139.99,S32_3522
10214,20,34.19,3,683.8,S24_1937
10214,44,34.88,5,1534.72,S24_3969
10214,49,47.94,2,2349.06,S24_2022
10348,39,50.31,2,1962.09,S24_4258
10126,43,53.83,9,2314.69,S18_4668
10126,42,54.99,17,2309.58,S18_1367
10214,21,62.96,6,1322.16,S18_2248
10126,46,73.7,14,3390.2,S18_2957
10126,38,82.34,16,3128.92,S18_3320
10126,31,90.17,12,2795.27,S18_2949
10126,30,97.39,13,2921.7,S18_3136
10126,34,100,15,3576.12,S24_4258
10214,30,100,7,5967,S18_1749
10214,27,100,4,3604.23,S18_2325
10214,50,100,1,9534.5,S18_2795
10348,29,100,6,7110.8,S18_4668
10108,30,63.07,5,1892.1,S24_3371
10108,26,68.35,9,1777.1,S18_3278
10108,31,68.71,10,2130.01,S24_4620
10108,38,82.39,2,3130.82,S18_1889
10108,39,89.38,7,3485.82,S12_3990
10108,33,100,6,5265.15,S12_1099
10108,45,100,4,6130.35,S12_3380
10108,36,100,3,3731.04,S12_4675
10108,29,100,8,4049.56,S18_3482
10108,44,100,11,5565.12,S18_4721
10108,40,100,1,5448.8,S24_3856
10330,37,100,3,4405.22,S18_3482
10330,50,100,4,6101,S18_4721
10108,27,43.45,13,1173.15,S32_2206
10108,35,58.87,15,2060.45,S24_2360
10108,43,67.77,12,2914.11,S18_3782
10330,29,69.63,2,2019.27,S18_3782
10330,42,81.03,1,3403.26,S24_2360
10108,34,82.99,14,2821.66,S50_4713
10108,31,100,16,3669.78,S32_4485
10198,40,63.67,2,2546.8,S700_4002
10198,43,66.19,3,2846.17,S24_3949
10198,48,67.82,5,3255.36,S24_2841
10198,42,100,4,7483.98,S18_1662
10198,42,100,1,4774.56,S700_2466
10198,27,71.67,6,1935.09,S24_3420
10180,28,71.14,1,1991.92,S24_4620
10180,44,100,2,5565.12,S18_4721
10224,43,39.43,2,1695.49,S32_2206
10180,34,45.46,4,1545.64,S32_2206
10180,21,50.36,3,1057.56,S18_3782
10224,38,58.44,1,2220.72,S18_3782
10180,25,64.2,13,1605,S18_2625
10180,28,68.55,14,1919.4,S24_2000
10180,35,72.03,6,2521.05,S24_2360
10224,50,77.29,3,3864.5,S50_4713
10224,37,80.34,4,2972.58,S24_2360
10180,29,86.13,9,2497.77,S10_1678
10180,21,93.56,5,1964.76,S50_4713
10180,42,100,12,4695.6,S10_2016
10180,41,100,11,8892.9,S10_4698
10180,40,100,8,6747.6,S12_2823
10180,48,100,10,5355.36,S24_1578
10180,22,100,7,2514.6,S32_4485
10224,43,100,6,6087.94,S12_2823
10224,30,100,5,3336.9,S32_4485
10238,47,62.45,2,2935.15,S24_3371
10238,41,73.17,6,2999.97,S18_3278
10238,20,74.21,4,1484.2,S12_3990
10238,22,93.77,7,2062.94,S24_4620
10105,50,100,2,7208,S10_4757
10105,41,100,15,8690.36,S12_1108
10105,29,100,14,4566.05,S12_3891
10238,28,100,3,5774.72,S12_1099
10238,29,100,1,3167.38,S12_3380
10238,49,100,5,6554.24,S18_3482
10238,44,100,8,6350.96,S18_4721
10105,25,56.78,8,1419.5,S72_3212
10105,31,65.77,3,2038.87,S700_2610
10105,29,70.15,12,2034.35,S700_1938
10105,41,70.67,5,2897.47,S700_1138
10105,39,81.14,6,3164.46,S700_3505
10105,43,100,9,6341.21,S24_2011
10105,22,100,7,2556.18,S700_3962
10105,38,100,13,4330.1,S18_3259
10256,29,51.75,1,1500.75,S18_1367
10105,44,72.58,4,3193.52,S24_3151
10105,50,79.67,1,3983.5,S24_3816
10105,41,82.5,10,3382.5,S18_4522
10256,34,95.55,2,3248.7,S18_1342
10105,22,100,11,3065.04,S18_3140
10281,20,40.66,2,813.2,S24_2840
10281,27,85.98,11,2321.46,S700_2824
10272,35,100,2,5818.4,S12_1108
10272,27,100,3,4283.01,S12_3148
10272,39,100,1,7962.24,S12_3891
10272,25,100,5,3734,S18_4027
10281,44,100,9,7020.64,S10_4962
10281,25,100,5,4191.25,S18_3232
10318,42,52.7,5,2213.4,S18_2625
10318,26,86.83,6,2257.58,S24_2000
10318,46,94.74,1,4358.04,S10_1678
10318,45,100,4,5566.5,S10_2016
10318,37,100,3,7667.14,S10_4698
10318,48,100,2,6437.28,S24_1578
10318,47,100,7,5305.36,S32_1374
10318,31,100,9,3116.43,S18_2581
10318,50,100,8,7119,S700_2834
10272,43,56.82,4,2443.26,S50_1514
10272,45,64.63,6,2908.35,S32_3207
10281,31,55.19,3,1710.89,S32_2509
10281,29,57.73,7,1674.17,S18_2432
10281,36,77.57,12,2792.52,S32_3522
10281,29,82.83,8,2402.07,S32_1268
10281,25,99.29,10,2482.25,S18_4600
10281,25,100,13,2938.5,S12_1666
10281,41,100,1,5247.18,S12_4473
10281,48,100,4,5773.44,S18_2319
10281,25,100,6,2779.5,S24_2300
10281,44,59.87,14,2634.28,S18_4668
10207,42,29.7,8,1247.4,S24_2840
10207,49,46.82,4,2294.18,S24_1444
10207,31,100,15,4076.19,S10_4962
10207,44,100,6,7060.24,S18_2238
10207,25,100,11,3937.25,S18_3232
10207,40,100,1,6146.8,S18_4027
10207,28,100,3,2980.6,S24_4048
10207,45,56.55,2,2544.75,S32_3207
10207,27,60.06,9,1621.62,S32_2509
10207,37,69.89,13,2585.93,S18_2432
10207,49,80.9,14,3964.1,S32_1268
10207,28,94.92,5,2657.76,S50_1392
10207,34,99.54,7,3384.36,S12_4473
10207,43,100,10,5752.54,S18_2319
10207,47,100,16,6658.02,S18_4600
10207,46,100,12,6819.04,S24_2300
10243,33,29.54,1,974.82,S24_1937
10243,47,100,2,6154.18,S18_2325
10213,25,83.39,2,2084.75,S18_4933
10186,26,100,9,3854.24,S10_4757
10213,27,100,3,2790.45,S24_2887
10186,28,52.14,4,1459.92,S72_1253
10186,22,69.2,2,1522.4,S24_2841
10186,32,100,1,6004.8,S18_1662
10186,32,89.46,7,2862.72,S18_3029
10186,24,99.57,5,2389.68,S700_2047
10186,21,69.04,3,1449.84,S24_3420
10186,36,85.54,8,3079.44,S24_3816
10213,38,94.79,1,3602.02,S18_4409
10186,46,100,6,4918.78,S18_3856
10165,27,31.82,13,859.14,S24_2840
10165,25,69.36,9,1734,S24_1444
10165,24,99.36,8,2384.64,S24_4048
10117,33,100,9,6034.38,S12_1108
10117,43,100,10,5911.64,S12_3148
10117,39,100,8,5938.14,S12_3891
10117,22,100,12,2780.58,S18_4027
10150,45,100,8,10993.5,S10_1949
10150,20,100,1,3191.2,S10_4962
10150,20,100,3,2104,S700_2824
10165,44,100,3,8594.52,S12_1108
10165,34,100,4,4880.02,S12_3148
10165,27,100,2,5559.03,S12_3891
10165,29,100,11,5032.95,S18_2238
10165,47,100,16,8754.69,S18_3232
10165,28,100,6,3337.6,S18_4027
10277,28,100,1,3127.88,S12_4675
10387,44,94.9,1,4175.6,S32_1374
10117,50,43.68,2,2184,S72_3212
10117,38,79.68,6,3027.84,S700_1938
10117,45,83.42,1,3753.9,S700_3962
10117,41,100,3,5189.78,S24_2011
10117,21,49.21,11,1033.41,S50_1514
10165,44,53.44,7,2351.36,S32_3207
10165,38,66.78,5,2537.64,S50_1514
10117,21,95.8,7,2011.8,S18_3259
10165,50,100,1,5344.5,S18_3259
10165,48,45.99,14,2207.52,S32_2509
10150,49,58.18,4,2850.82,S32_3522
10165,31,71.1,18,2204.1,S18_2432
10165,48,94.92,10,4556.16,S50_1392
10150,30,100,5,4100.1,S12_1666
10150,34,100,7,4641,S18_1097
10150,49,100,2,6467.02,S18_4600
10165,48,100,12,6825.6,S12_4473
10165,46,100,15,5984.14,S18_2319
10165,32,100,17,4661.76,S24_2300
10150,30,42.76,6,1282.8,S18_4668
10150,30,49.97,11,1499.1,S18_2957
10150,47,91.18,9,4285.46,S18_2949
10117,23,97.42,4,2240.66,S18_4522
10117,26,100,5,3551.34,S18_3140
10150,26,100,10,2804.36,S18_3136
10197,45,100,6,5324.4,S10_4757
10340,55,79.98,8,4398.9,S24_2000
10340,55,100,2,6482.85,S32_1374
10197,29,41.71,1,1209.59,S72_1253
10340,40,84.77,1,3390.8,S24_4278
10340,55,87.75,7,4826.25,S700_2466
10340,30,88.6,5,2658,S700_1691
10340,29,100,6,4094.51,S700_2834
10197,42,50.23,12,2109.66,S72_3212
10197,23,64.67,9,1487.41,S700_1138
10197,50,78.79,7,3939.5,S700_2610
10197,46,87.74,4,4036.04,S18_3029
10197,24,90.52,2,2172.48,S700_2047
10197,27,92.16,10,2488.32,S700_3505
10197,35,93.35,11,3267.25,S700_3962
10118,36,100,1,4219.2,S700_3505
10197,41,100,13,4534.6,S24_2011
10340,40,50.62,4,2024.8,S50_1341
10340,39,59.16,3,2307.24,S32_4289
10197,47,83.2,8,3910.4,S24_3151
10197,22,86.38,5,1900.36,S24_3816
10197,22,100,3,2538.8,S18_3856
10197,50,100,14,5090.5,S18_4522
10246,49,36.07,6,1767.43,S24_2840
10412,30,36.07,6,1082.1,S24_2840
10380,44,36.29,7,1596.76,S24_2887
10203,21,37,2,777,S24_2972
10380,36,37.5,6,1350,S24_2766
10355,36,38.52,4,1386.72,S24_2972
10394,46,38.9,6,1789.4,S24_2840
10104,44,39.6,10,1742.4,S24_2840
10378,46,41.54,6,1910.84,S24_3371
10378,34,42.64,5,1449.76,S18_1589
10212,34,43.42,12,1476.28,S24_2972
10311,45,49.3,8,2218.5,S24_1628
10394,31,50.29,2,1558.99,S24_1444
10246,44,52.6,2,2314.4,S24_1444
10412,21,52.6,2,1104.6,S24_1444
10378,33,53.27,3,1757.91,S24_3856
10212,45,53.33,5,2399.85,S24_1628
10358,49,55.34,5,2711.66,S12_3148
10104,35,55.49,6,1942.15,S24_1444
10279,26,60.58,1,1575.08,S18_4933
10358,44,60.76,14,2673.44,S24_1444
10355,44,62.45,6,2747.8,S24_3371
10203,34,64.9,7,2206.6,S24_3371
10212,20,66.99,14,1339.8,S18_1889
10311,25,66.99,2,1674.75,S18_4933
10378,49,67.14,8,3289.86,S18_4721
10379,32,70.83,4,2266.56,S18_3685
10279,33,71.06,4,2344.98,S24_3191
10279,32,74.96,5,2398.72,S24_1046
10350,26,75.47,5,1962.22,S10_4757
10380,44,79.06,9,3478.64,S24_3191
10212,27,79.62,2,2149.74,S24_3191
10279,49,79.97,3,3918.53,S24_2766
10212,41,82.31,3,3374.71,S24_1046
10358,36,82.94,4,2985.84,S24_2840
10203,44,82.99,9,3651.56,S12_3990
10311,25,83.04,5,2076,S24_3191
10203,45,85.47,4,3846.15,S18_1889
10203,33,86.04,11,2839.32,S18_3278
10311,26,87.45,6,2273.7,S24_1046
10212,46,87.81,4,4039.26,S24_3432
10212,45,88.14,1,3966.3,S24_2766
10383,22,91.76,2,2018.72,S24_1444
10311,46,92.09,7,4236.14,S24_3432
10358,32,93.49,12,2991.68,S18_3232
10311,28,93.6,4,2620.8,S24_2766
10383,21,93.91,4,1972.11,S24_4048
10355,28,95.39,9,2670.92,S24_4620
10378,43,96.49,10,4149.07,S18_3482
10104,34,100,1,5958.5,S12_3148
10104,24,100,8,3457.92,S18_2238
10104,23,100,13,4556.99,S18_3232
10104,38,100,3,5348.5,S18_4027
10104,26,100,5,2921.62,S24_4048
10153,20,100,11,4904,S12_1108
10153,42,100,12,5393.64,S12_3148
10153,49,100,10,7036.89,S12_3891
10203,20,100,8,3930.4,S12_1099
10203,20,100,6,2254.8,S12_3380
10203,47,100,5,5195.85,S12_4675
10203,48,100,1,8291.04,S18_3232
10203,32,100,10,5127.04,S18_3482
10203,47,100,3,6996.42,S24_3856
10212,39,100,16,4946.76,S12_3380
10212,33,100,15,4180.44,S12_4675
10212,29,100,10,4186.73,S18_1129
10212,38,100,6,4492.36,S18_1589
10212,41,100,9,4840.87,S18_1984
10212,40,100,7,4910.4,S18_2870
10212,40,100,11,5554.4,S18_3232
10212,45,100,8,6357.6,S18_3685
10212,49,100,13,6949.67,S24_3856
10246,40,100,4,6549.2,S18_2238
10246,36,100,9,7132.68,S18_3232
10246,46,100,1,6311.2,S24_4048
10279,48,100,2,5580.96,S24_2887
10279,48,100,6,6168,S24_3432
10311,29,100,9,2923.2,S18_1589
10311,43,100,10,5278.68,S18_2870
10311,32,100,11,3616.64,S18_3685
10311,43,100,3,4595.41,S24_2887
10355,23,100,7,3177.91,S18_3482
10355,25,100,2,4203.5,S18_4721
10355,32,100,8,5302.72,S24_3856
10358,20,100,10,2428,S18_2238
10358,25,100,13,2528.25,S18_4027
10358,27,100,3,3761.37,S700_2824
10378,22,100,4,2464,S18_3278
10378,41,100,7,5856.85,S24_2972
10378,41,100,2,4894.17,S24_4620
10379,29,100,5,5127.2,S18_2870
10379,32,100,3,3970.56,S24_1628
10380,24,100,2,4536,S18_4933
10380,34,100,3,3441.82,S24_1046
10380,34,100,11,3953.18,S24_3432
10383,47,100,6,6869.05,S18_3232
10383,38,100,1,5340.9,S18_4027
10383,40,100,3,6089.6,S24_2840
10394,22,100,5,3353.02,S18_3232
10394,37,100,1,6376.58,S18_4027
10394,37,100,7,5207.75,S24_4048
10412,41,100,4,6712.93,S18_2238
10412,60,100,9,11887.8,S18_3232
10412,31,100,1,4253.2,S24_4048
10190,46,32.99,1,1517.54,S32_2206
10355,38,39.83,10,1513.54,S32_2206
10355,31,53.47,1,1657.57,S18_3782
10190,40,66.72,2,2668.8,S50_4713
10355,41,70.65,3,2896.65,S24_2360
10190,42,76.19,3,3199.98,S24_2360
10378,40,82.46,1,3298.4,S32_2206
10190,42,85.72,4,3600.24,S32_4485
10133,23,100,1,2642.01,S32_1374
10355,40,100,5,4326.8,S32_4485
10378,28,100,9,4609.64,S18_3782
10133,49,69.27,3,3394.23,S18_2581
10133,46,77.52,4,3565.92,S24_4278
10133,24,77.64,8,1863.36,S700_1691
10133,41,94.1,5,3858.1,S24_1785
10133,27,99.67,2,2691.09,S700_2834
10156,48,100,2,4954.08,S700_1691
10350,34,50.33,7,1711.22,S24_2011
10153,50,60.06,4,3003,S72_3212
10153,43,64.67,1,2780.81,S700_1138
10350,43,64.97,6,2793.71,S18_3029
10350,29,75.35,12,2185.15,S700_2610
10350,46,76.67,11,3526.82,S700_1138
10350,31,77.34,13,2397.54,S700_3505
10153,31,87.48,8,2711.88,S700_1938
10153,50,88.15,2,4407.5,S700_3505
10128,32,97,3,3104,S700_1938
10153,40,100,5,5456.4,S24_2011
10153,20,100,3,2204.6,S700_3962
10350,28,100,4,2924.32,S700_1938
10350,25,100,16,2854.75,S700_3962
10350,20,100,15,2244.4,S72_3212
10383,44,36.07,8,1587.08,S32_3207
10104,32,53.31,2,1705.92,S50_1514
10153,31,57.41,13,1779.71,S50_1514
10383,38,60.06,10,2282.28,S50_1514
10394,30,60.28,4,1808.4,S32_3207
10104,49,65.87,4,3227.63,S32_3207
10153,29,88.74,9,2573.46,S18_3259
10350,41,93.04,2,3814.64,S18_3259
10128,41,100,4,4837.18,S18_3259
10350,27,100,14,4406.4,S32_3207
10350,44,100,17,6490.88,S50_1514
10383,26,100,12,3340.48,S18_3259
10358,20,36.42,11,728.4,S18_2319
10104,35,47.62,11,1666.7,S32_2509
10246,35,48.7,7,1704.5,S32_2509
10412,19,48.7,7,925.3,S32_2509
10383,32,53.18,5,1701.76,S32_2509
10246,30,61.99,11,1859.7,S18_2432
10412,47,61.99,11,2913.53,S18_2432
10394,36,62.77,3,2259.72,S32_2509
10358,42,64.16,9,2694.72,S12_4473
10350,31,71.4,8,2213.4,S50_1392
10246,22,98.18,8,2159.96,S18_2319
10412,56,98.18,8,5498.08,S18_2319
10104,41,100,9,4615.78,S12_4473
10104,29,100,12,3772.61,S18_2319
10104,33,100,7,3705.24,S50_1392
10246,46,100,5,5069.66,S12_4473
10246,29,100,10,3520.6,S24_2300
10246,22,100,3,2928.42,S50_1392
10358,41,100,7,5684.65,S24_2300
10358,41,100,1,4428,S32_1268
10358,36,100,2,5669.64,S32_3522
10383,27,100,11,3843.99,S18_2319
10383,29,100,13,3087.05,S50_1392
10412,54,100,5,5951.34,S12_4473
10412,70,100,10,8498,S24_2300
10412,26,100,3,3460.86,S50_1392
10205,32,37.17,5,1189.44,S24_1937
10205,24,38.08,4,913.92,S24_2022
10156,20,41.02,1,820.4,S50_1341
10244,39,45.25,9,1764.75,S24_2022
10380,21,47.18,8,990.78,S18_2795
10379,27,49.3,1,1331.1,S18_2248
10133,27,50.19,7,1355.13,S50_1341
10133,49,57.1,6,2797.9,S32_4289
10244,24,58.09,3,1394.16,S18_2957
10244,20,58.22,6,1164.4,S18_1367
10383,28,58.58,7,1640.24,S18_4522
10350,25,60.34,10,1508.5,S24_3816
10383,24,61.52,9,1476.48,S18_3140
10205,48,63.61,1,3053.28,S18_1367
10380,27,68.35,5,1845.45,S24_2022
10380,32,70.56,4,2257.92,S24_1937
10311,41,81.91,1,3358.31,S18_4409
10153,22,83.38,6,1834.36,S18_4522
10244,36,84.33,5,3035.88,S18_3320
10244,40,86.68,4,3467.2,S24_4258
10128,43,92.16,1,3962.88,S18_4522
10380,27,93.16,13,2515.32,S18_1342
10380,43,95.03,12,4086.29,S24_3969
10128,41,100,2,5544.02,S18_3140
10153,31,100,7,3641.57,S18_3140
10205,36,100,2,3735.72,S18_1342
10205,40,100,3,7492.4,S18_2795
10244,40,100,7,4684.8,S18_1342
10244,43,100,8,5950.34,S18_2795
10244,30,100,1,3525.6,S18_2949
10244,29,100,2,3340.51,S18_3136
10350,44,100,1,5191.12,S18_3140
10350,30,100,3,3023.1,S18_4522
10350,30,100,9,3021,S24_3151
10358,30,100,8,5302.8,S18_4668
10358,41,100,6,6847,S24_4258
10379,39,100,2,5399.55,S18_1749
10380,40,100,10,4931.6,S18_2325
10380,32,100,1,3376.64,S18_4409
10321,37,33.23,12,1229.51,S24_2972
10321,48,42.26,5,2028.48,S24_1628
10321,30,70.55,3,2116.5,S24_1046
10321,30,72.7,1,2181,S24_2766
10321,37,78.54,14,2905.98,S18_1889
10321,39,84.75,2,3305.25,S24_3191
10321,21,89.95,4,1888.95,S24_3432
10321,24,100,15,2984.88,S12_4675
10321,41,100,10,5803.14,S18_1129
10321,44,100,6,4489.76,S18_1589
10321,25,100,9,3734,S18_1984
10321,27,100,7,2851.2,S18_2870
10321,33,100,11,5700.09,S18_3232
10321,28,100,8,4232.76,S18_3685
10321,26,100,13,4052.88,S24_3856
10388,50,44.51,5,2225.5,S10_2016
10388,42,76.36,4,3207.12,S10_1678
10388,21,86.77,7,1822.17,S10_4698
10388,44,100,6,5951.44,S12_2823
10388,46,100,2,10066.6,S700_1691
10388,50,100,3,7154.5,S700_2834
10166,29,100,3,3013.97,S700_1938
10166,26,73.73,1,1916.98,S18_4522
10166,43,100,2,6930.74,S18_3140
10388,35,100,8,3918.95,S32_4289
10388,27,100,1,3211.38,S50_1341
10172,34,42.76,5,1453.84,S24_1628
10172,22,74.51,1,1639.22,S24_2766
10172,32,75.69,3,2422.08,S24_1046
10172,24,81.33,2,1951.92,S24_3191
10172,22,98.51,4,2167.22,S24_3432
10172,42,100,6,4965.24,S18_1589
10172,39,100,7,6023.16,S18_2870
10172,48,100,8,5493.12,S18_3685
10413,36,100,2,8677.8,S12_1108
10413,47,100,3,8236.75,S12_3148
10413,22,100,1,3387.78,S12_3891
10413,49,100,5,6896.75,S18_4027
10263,34,58.75,6,1997.5,S18_2625
10263,37,62.46,7,2311.02,S24_2000
10263,31,79.91,8,2477.21,S32_1374
10263,34,100,2,3676.76,S10_1678
10263,40,100,5,4472,S10_2016
10263,41,100,4,8336.94,S10_4698
10263,48,100,1,6434.4,S12_2823
10263,42,100,3,4307.52,S24_1578
10263,24,75.35,11,1808.4,S24_4278
10263,33,86.17,10,2843.61,S18_2581
10263,47,100,9,5465.16,S700_2834
10413,24,49.71,6,1193.04,S32_3207
10413,51,63.85,4,3256.35,S50_1514
10146,29,100,1,4444.54,S18_4721
10146,47,67.14,2,3155.58,S18_3782
10353,46,81.17,5,3733.82,S32_1374
10131,21,41.71,7,875.91,S72_1253
10131,35,67.14,5,2349.9,S24_2841
10353,48,68.8,4,3302.4,S700_2834
10353,28,71.73,2,2008.44,S24_1785
10131,50,81.89,3,4094.5,S24_3949
10353,43,81.95,6,3523.85,S700_3167
10131,26,85.13,2,2213.38,S700_4002
10353,35,89.9,3,3146.5,S24_4278
10131,21,100,4,2781.66,S18_1662
10131,40,100,1,4427.6,S700_2466
10353,27,100,1,3515.67,S18_2581
10353,39,100,9,5043.87,S700_1691
10131,22,85.99,8,1891.78,S700_2047
10353,40,44.51,7,1780.4,S32_4289
10131,29,59.18,6,1716.22,S24_3420
10353,40,82.21,8,3288.4,S50_1341
10264,47,83.27,1,3913.69,S24_4620
10264,20,100,2,2410.6,S18_4721
10295,24,100,1,3427.2,S10_4757
10264,20,32.59,4,651.8,S32_2206
10264,48,54.71,3,2626.08,S18_3782
10264,37,65.1,6,2408.7,S24_2360
10264,47,89.5,5,4206.5,S50_4713
10264,34,97.97,7,3330.98,S32_4485
10295,44,58.55,2,2576.2,S700_2610
10295,26,75.34,4,1958.84,S700_1138
10295,34,100,5,3473.78,S700_3505
10295,46,84.97,3,3908.62,S24_3151
10316,33,100,17,4128.96,S10_4757
10316,34,43.7,12,1485.8,S72_1253
10316,44,62.19,7,2736.36,S700_4002
10316,34,63.71,10,2166.14,S24_2841
10316,48,75.2,5,3609.6,S700_3167
10316,30,77.79,8,2333.7,S24_3949
10316,34,82.21,4,2795.14,S700_1691
10316,27,100,9,3704.13,S18_1662
10316,25,100,1,2872.25,S24_1785
10316,23,100,6,2706.41,S700_2466
10232,24,49.69,3,1192.56,S72_3212
10316,48,74.45,18,3573.6,S700_2610
10232,35,82.43,2,2885.05,S700_3962
10232,26,88.34,7,2296.84,S700_1938
10316,45,93.24,13,4195.8,S700_2047
10316,21,94.62,15,1987.02,S18_3029
10232,48,96.16,1,4615.68,S700_3505
10232,46,100,4,5652.94,S24_2011
10232,48,95.8,8,4598.4,S18_3259
10316,34,47.57,3,1617.38,S50_1341
10316,24,59.16,2,1419.84,S32_4289
10316,47,76.93,11,3615.71,S24_3420
10316,47,86.81,14,4080.07,S18_3856
10232,23,89.53,5,2059.19,S18_4522
10316,25,92.25,16,2306.25,S24_3816
10232,22,100,6,3606.02,S18_3140
10259,31,33.24,5,1030.44,S24_2840
10259,28,46.82,1,1310.96,S24_1444
10288,50,52.32,13,2616,S24_1628
10288,36,66.14,11,2381.04,S24_1046
10288,34,68.49,10,2328.66,S24_3191
10288,23,73.41,7,1688.43,S18_4933
10288,35,80.87,9,2830.45,S24_2766
10217,31,88,6,2728,S700_2824
10217,48,100,4,7020.48,S10_4962
10259,26,100,12,4033.38,S10_4962
10259,30,100,3,5697.9,S18_2238
10259,27,100,8,3657.69,S18_3232
10288,20,100,14,2936.8,S18_1589
10288,48,100,8,6539.04,S24_2887
10288,41,100,12,4873.26,S24_3432
